age,marital,address,income,ed,employ,jobsat,gender,reside
32,1,13,36,5,2,1,m,4
39,1,10,18,2,6,3,m,4
52,0,33,98,3,25,5,m,1
32,1,12,18,2,4,1,m,3
44,0,1,121,3,13,5,m,1
37,0,7,26,3,9,5,m,1
35,0,11,44,1,13,2,f,1
35,1,11,48,4,10,2,f,3
46,1,6,191,2,18,5,f,4
63,0,31,103,3,17,4,m,1
42,0,23,28,2,4,2,m,1
24,0,0,21,2,3,2,f,1
34,0,4,38,1,17,2,m,1
36,0,14,23,1,5,3,f,2
39,1,10,56,3,6,1,m,3
49,0,30,98,1,22,3,f,3
46,1,8,65,1,17,5,m,2
53,0,5,192,1,27,3,f,2
49,1,22,24,4,0,1,f,3
55,1,18,173,3,31,3,m,4
25,0,1,30,2,3,4,m,2
29,1,0,29,1,5,2,f,2
49,1,12,28,2,6,5,m,4
47,1,6,37,1,6,3,f,2
53,0,9,125,3,24,5,m,1
38,0,12,49,2,11,5,m,1
47,1,2,158,2,25,3,m,2
26,1,2,29,4,0,2,f,4
57,1,20,282,3,22,3,f,3
24,1,0,78,4,0,4,m,5
25,0,3,32,1,8,1,m,1
54,1,14,177,1,32,5,m,3
62,0,17,272,3,33,5,f,1
56,1,30,26,4,3,1,m,2
26,1,3,25,1,3,4,f,3
26,1,1,15,1,0,1,f,5
40,1,8,68,1,17,2,f,2
36,1,12,41,4,6,2,m,7
42,1,5,67,2,2,1,f,2
34,1,13,45,2,4,2,m,3
48,1,22,44,3,17,2,f,2
29,1,9,136,3,8,5,f,2
36,1,2,73,4,5,2,f,6
58,1,28,73,3,10,3,f,2
42,0,18,124,3,17,5,m,1
57,0,3,80,4,20,2,f,1
31,1,11,68,2,6,3,m,3
41,0,9,36,1,7,2,m,1
38,1,14,76,4,8,4,m,4
21,1,1,27,3,0,2,f,4
31,1,5,44,2,11,1,f,5
30,0,0,38,3,6,3,m,1
44,1,23,44,1,15,3,f,3
31,0,5,18,1,0,2,f,2
26,1,1,18,4,1,5,m,2
51,1,3,30,2,12,3,f,3
34,1,13,63,4,8,5,m,4
52,1,8,34,2,5,3,f,4
28,0,5,28,2,0,1,m,2
54,0,21,51,3,2,3,m,1
43,1,9,105,1,24,5,m,6
30,1,9,29,4,2,4,f,2
44,0,2,44,1,4,1,f,1
39,0,9,55,5,12,3,f,2
50,0,9,39,1,1,1,f,1
48,0,5,90,1,21,5,f,1
43,1,16,45,3,4,4,m,2
41,1,11,92,4,16,2,m,2
45,1,0,23,1,8,4,m,5
37,0,1,25,2,9,3,f,1
56,1,17,62,1,10,1,f,2
29,0,1,31,2,5,1,m,1
54,1,28,22,3,1,1,m,5
40,1,14,86,4,15,4,m,4
48,1,20,42,2,3,5,m,5
50,0,10,111,1,22,3,m,1
22,0,3,16,2,3,3,f,1
26,1,4,74,5,0,1,m,2
44,1,4,77,2,14,5,f,3
30,1,10,24,5,1,2,f,5
53,1,16,75,1,19,2,f,2
53,0,34,140,3,19,4,m,1
52,0,30,40,2,21,4,f,2
41,0,13,31,2,0,1,f,4
28,0,3,22,2,3,1,m,1
36,0,5,96,3,9,2,m,3
25,0,5,17,2,3,5,m,2
77,1,3,46,4,17,4,m,2
21,1,1,19,3,0,1,f,7
41,1,6,285,4,14,4,m,4
59,0,39,10,1,6,4,m,1
56,1,35,30,4,13,2,m,2
47,0,12,163,5,8,5,m,1
50,0,28,41,3,0,1,f,1
33,0,2,44,4,8,2,m,1
33,1,7,72,1,14,4,f,2
35,1,10,64,4,9,3,m,5
38,1,4,69,4,14,3,f,4
32,1,11,48,4,0,2,m,3
35,1,16,28,3,8,1,m,3
61,0,19,9,2,0,3,m,1
56,1,21,298,2,37,5,m,3
54,1,17,32,2,10,4,m,3
47,0,13,57,2,8,2,f,1
63,0,2,55,2,21,3,f,1
39,1,0,144,5,6,3,f,5
51,1,31,48,1,17,3,f,2
32,1,13,66,4,8,2,f,6
45,0,7,321,5,14,3,m,1
36,1,17,20,4,4,3,f,2
62,0,2,223,1,38,1,m,1
64,1,8,343,3,38,4,f,2
42,1,5,61,2,9,1,f,2
31,1,1,49,1,13,3,f,3
24,0,1,16,4,0,2,m,4
38,0,6,92,3,9,3,m,1
45,1,23,52,3,1,1,m,2
24,0,5,21,3,2,3,m,1
42,0,12,30,1,8,2,f,4
42,0,8,19,2,6,1,f,1
29,1,8,19,3,2,3,f,2
41,1,14,32,1,17,5,m,5
55,1,27,162,4,21,4,m,2
60,0,38,120,4,13,3,f,1
37,1,15,63,3,13,3,f,2
26,0,4,87,5,0,1,m,1
53,0,27,59,2,19,5,f,1
45,1,0,41,2,5,3,f,3
46,1,18,112,1,29,4,f,4
49,0,22,96,4,8,4,m,1
38,0,17,42,3,4,2,m,4
27,0,8,33,2,2,2,m,3
47,0,25,62,5,9,3,m,1
48,0,6,144,2,15,5,m,1
43,0,22,292,5,11,3,f,1
45,1,22,95,1,24,5,m,5
31,0,6,50,3,1,3,f,1
38,1,14,86,2,8,5,m,2
33,0,14,25,1,1,3,m,1
48,1,1,62,1,20,4,m,4
41,1,11,168,3,20,4,f,3
60,1,33,99,3,14,3,m,2
42,0,3,56,2,13,3,f,1
37,1,0,22,2,5,3,m,4
25,1,2,40,3,3,1,m,3
24,0,0,15,1,0,1,m,1
22,0,2,19,1,1,1,m,3
51,0,31,69,2,12,4,m,1
38,1,1,19,4,6,3,f,4
49,1,17,24,2,8,5,m,2
31,1,12,39,1,11,4,m,4
31,0,12,35,4,8,2,f,1
37,0,18,41,3,12,2,f,1
58,1,17,21,2,10,3,m,4
28,1,9,42,2,7,2,f,5
42,0,11,60,2,18,5,f,1
24,0,4,21,1,4,3,m,1
30,1,2,21,1,2,1,m,6
37,1,5,28,4,13,3,f,5
56,1,20,361,4,29,5,m,2
44,0,15,174,2,23,3,f,1
32,1,4,39,3,3,2,f,5
54,1,23,125,1,34,4,m,2
38,0,0,51,3,4,1,f,1
49,0,19,26,5,1,3,f,1
38,0,12,39,2,8,5,f,1
31,1,5,26,1,12,5,f,5
21,0,0,39,3,0,1,m,1
53,1,12,44,1,10,5,m,4
46,1,10,332,3,23,5,m,4
33,0,2,47,2,9,2,m,4
69,0,0,65,2,42,4,f,1
55,0,29,142,1,27,5,f,1
51,1,14,34,1,6,4,f,4
50,0,2,143,2,19,4,m,1
44,0,25,21,3,2,2,f,1
26,0,1,28,2,4,3,m,3
47,0,24,70,3,25,3,m,1
38,0,12,59,3,4,2,m,1
39,0,6,56,4,3,1,m,1
30,0,9,26,2,3,3,m,1
33,1,13,69,4,10,5,f,7
32,0,4,22,4,1,3,f,1
46,1,21,65,4,8,2,m,3
62,0,3,135,3,26,5,m,1
37,1,10,44,4,9,4,m,7
50,1,27,97,2,16,2,m,2
28,1,3,43,4,3,2,m,4
24,0,4,48,2,4,5,f,1
47,0,10,192,2,27,3,m,1
44,0,15,101,2,17,4,m,5
20,0,0,14,3,0,3,m,3
25,0,4,27,4,1,1,m,2
20,0,1,16,3,0,1,m,3
19,0,0,29,2,0,1,f,4
37,0,12,83,5,3,1,f,2
29,0,2,46,2,11,5,f,1
60,1,34,22,2,31,4,f,5
50,0,21,47,3,15,5,m,1
31,0,3,28,3,8,5,f,1
27,0,6,19,3,5,2,f,1
50,1,28,244,2,30,5,f,3
45,0,8,39,1,15,5,m,2
42,1,22,45,2,4,2,m,2
19,1,0,15,1,2,3,f,4
35,0,16,138,3,8,4,m,1
33,1,6,58,2,14,4,f,4
69,0,16,45,4,25,4,f,1
57,1,10,238,3,24,4,m,2
27,1,8,38,4,3,4,f,4
51,1,17,60,5,7,3,f,2
33,1,11,28,5,4,1,f,4
65,1,4,10,1,4,2,m,2
68,0,39,276,4,42,5,m,1
28,1,5,67,4,2,4,m,4
39,0,7,78,2,16,4,f,1
54,1,31,367,2,27,3,f,4
54,1,34,470,1,36,4,f,3
33,0,6,32,2,13,1,m,1
48,1,7,60,4,5,4,f,4
25,1,1,42,1,8,4,m,3
52,1,19,42,2,24,5,m,2
29,0,7,75,4,1,3,f,1
41,1,9,57,4,5,3,m,4
63,0,20,230,1,43,1,m,1
28,1,6,15,2,4,4,f,3
42,1,23,45,1,12,1,f,6
39,0,2,92,3,12,4,f,1
21,0,1,20,2,1,1,m,2
56,0,16,137,4,22,2,m,2
41,1,17,134,2,9,5,m,3
63,0,32,14,3,11,5,m,2
56,1,26,58,3,22,4,m,2
36,1,2,50,2,14,3,f,4
43,0,0,60,2,23,5,m,1
65,1,6,164,1,27,3,m,2
60,0,19,11,2,5,4,f,1
43,1,22,42,4,5,4,f,3
48,1,1,49,1,11,1,m,4
53,1,24,157,1,33,4,f,2
37,1,18,113,4,0,1,m,4
52,0,24,313,1,35,5,f,1
34,0,12,26,5,3,3,f,4
36,1,9,37,3,10,2,f,3
41,1,15,96,4,17,4,f,3
38,0,15,70,3,7,5,f,3
48,0,4,109,3,22,5,m,1
60,1,16,14,2,36,5,m,3
55,1,33,69,2,23,1,m,2
43,1,8,41,2,4,2,f,2
42,0,4,59,3,2,5,m,2
41,1,15,74,1,21,5,f,2
42,0,3,58,2,18,4,f,1
43,0,4,33,1,15,5,f,1
27,0,1,29,4,4,4,f,2
36,1,7,37,4,6,3,f,6
28,1,1,15,2,2,4,m,3
42,1,13,169,3,18,3,f,5
39,1,5,50,3,14,4,f,5
35,1,1,36,2,13,5,m,2
47,1,1,159,3,22,4,m,2
21,0,2,29,3,0,1,m,4
44,1,17,61,3,4,5,f,2
45,0,5,36,1,6,4,m,1
33,0,13,40,2,10,4,m,1
37,0,14,45,4,1,2,m,1
31,1,12,49,3,3,2,m,3
47,0,28,41,2,10,3,m,1
20,0,1,50,3,0,1,m,1
26,0,2,16,2,3,1,m,1
43,0,15,69,4,9,2,f,1
33,1,2,48,3,4,4,f,2
31,1,0,18,1,7,3,m,2
34,0,5,49,2,12,3,f,1
38,1,18,98,2,11,5,m,5
42,0,17,165,4,6,4,m,1
33,0,9,34,4,2,4,f,1
42,1,8,22,4,1,2,f,2
19,0,0,12,2,0,2,m,1
34,1,6,42,2,8,3,m,2
30,0,7,42,4,4,2,f,1
47,0,16,152,1,29,3,f,1
29,0,3,34,4,4,2,f,1
29,0,6,37,2,5,3,f,1
61,0,22,57,2,11,5,f,1
45,0,11,96,2,4,3,m,1
54,0,26,69,2,14,5,f,1
30,0,4,212,3,3,1,m,2
20,0,0,34,3,0,2,f,1
67,1,40,10,2,13,4,m,2
30,0,11,42,5,4,1,m,1
30,1,9,15,4,0,1,m,4
33,0,1,27,4,1,3,f,1
24,1,3,37,3,2,2,m,4
43,1,8,70,3,7,5,f,2
44,1,16,61,2,6,3,m,2
28,0,6,40,4,5,3,m,1
56,1,25,163,2,18,4,m,3
32,0,3,47,3,6,5,f,1
45,1,20,343,2,24,2,m,4
32,0,12,66,1,15,2,m,1
50,0,30,99,4,21,5,m,1
56,1,13,79,2,11,3,m,3
53,1,26,39,1,15,4,f,4
52,1,22,75,4,12,3,m,2
60,0,14,147,3,32,5,m,1
43,0,1,139,3,14,3,f,1
19,0,0,19,2,0,1,m,3
31,0,3,34,3,10,5,f,1
64,0,10,56,4,1,3,f,1
30,0,0,22,2,4,4,m,1
38,1,12,66,2,7,2,m,3
46,1,20,20,1,0,1,f,3
30,1,2,107,4,6,5,m,6
53,0,22,36,1,10,2,m,1
45,0,24,43,2,10,3,m,2
47,0,7,47,2,7,3,m,1
32,1,6,34,1,10,4,f,5
34,0,9,80,4,0,2,f,1
28,1,4,30,2,2,2,m,2
45,1,19,75,3,7,3,f,2
35,1,11,35,4,3,3,m,4
53,0,15,160,4,20,3,m,1
29,0,7,26,2,2,1,f,3
30,0,2,24,2,2,2,f,2
51,1,0,206,1,24,5,f,2
67,0,45,65,2,16,5,f,1
64,0,24,20,1,42,3,m,1
44,0,13,30,4,3,3,f,1
32,1,1,33,5,3,2,f,2
34,1,11,38,1,16,4,m,2
43,0,1,147,4,14,5,f,1
32,0,11,37,2,11,4,f,2
46,0,4,36,5,11,5,m,1
44,0,0,90,3,19,4,m,1
25,1,4,21,2,6,5,m,2
30,0,11,26,5,0,1,f,1
25,1,0,22,3,2,4,m,5
30,1,2,26,3,7,1,f,4
40,0,17,52,1,15,2,m,2
34,1,5,30,2,9,4,m,4
45,0,22,17,2,0,3,m,1
41,1,21,38,3,1,2,f,2
34,1,15,30,5,5,5,f,4
46,0,3,40,2,14,1,f,1
33,0,12,31,2,7,3,m,1
70,1,27,20,4,0,1,f,2
29,0,6,35,5,0,1,f,1
52,0,22,44,5,5,2,f,1
57,1,6,84,1,24,3,m,3
41,1,10,105,1,19,5,f,2
32,1,7,30,4,2,3,m,4
38,0,18,83,5,10,3,f,1
49,0,22,58,5,1,1,f,1
25,1,1,18,2,1,3,f,5
37,1,11,69,4,9,1,m,4
61,0,8,183,3,29,5,f,1
52,1,6,101,1,21,3,f,2
57,0,27,30,1,7,4,f,1
34,1,0,56,2,9,2,f,4
43,1,18,79,3,13,1,m,4
35,1,12,34,4,4,3,m,4
27,1,8,31,5,0,1,f,5
60,1,4,33,2,1,2,f,4
45,1,14,43,3,1,2,m,3
43,0,2,43,1,15,5,f,1
42,1,21,70,2,20,5,f,2
44,0,3,96,2,9,4,m,1
54,0,25,289,4,25,5,f,1
31,0,0,47,2,9,1,f,2
25,1,4,15,3,0,1,m,2
42,0,12,164,1,19,4,m,1
71,1,21,504,2,47,5,m,2
52,1,6,86,2,13,4,m,2
40,0,8,69,1,23,3,m,1
39,0,5,77,3,11,4,m,1
43,1,2,49,2,16,2,f,5
42,1,4,28,1,11,3,f,4
40,0,16,112,2,19,4,f,1
56,1,17,43,1,14,5,f,2
34,0,10,26,3,0,1,m,2
57,0,15,59,1,19,2,f,2
46,1,2,46,2,5,3,m,3
35,1,12,67,4,10,2,f,3
55,1,33,76,3,10,5,f,4
44,0,19,54,1,11,5,m,1
37,0,5,27,3,7,2,m,1
32,0,12,19,1,7,2,m,4
47,0,27,35,2,8,1,m,1
37,0,13,37,4,2,3,f,4
41,0,15,94,4,10,3,f,1
37,0,0,69,2,16,2,m,2
25,1,3,28,3,1,3,m,6
42,0,19,72,4,0,2,m,3
66,1,5,15,2,21,5,f,3
63,1,15,19,1,14,3,m,2
22,1,2,37,3,0,1,m,4
25,0,6,49,3,2,1,f,4
32,0,2,103,4,4,3,m,1
31,0,3,62,3,6,2,m,1
30,1,5,22,3,5,3,m,3
53,0,0,118,1,20,4,f,1
42,1,23,25,2,4,2,m,5
25,0,0,32,4,0,1,f,1
50,1,17,30,1,1,2,f,5
29,1,1,75,4,1,4,f,4
63,1,17,46,3,16,2,m,2
33,1,9,70,3,0,3,f,4
50,0,1,356,4,26,4,m,1
25,1,2,19,2,3,5,f,2
49,0,11,143,1,29,3,f,1
41,0,16,46,4,1,1,f,3
51,1,24,66,2,13,4,f,2
33,0,12,36,3,6,4,m,1
46,0,12,98,2,25,5,m,1
71,0,27,161,2,18,4,f,1
54,1,11,37,1,12,4,f,3
39,1,11,39,3,0,1,m,4
54,0,1,96,1,31,5,f,1
54,1,1,424,3,20,5,m,2
52,0,26,128,2,30,5,m,1
29,0,6,33,3,0,4,m,1
22,0,1,21,4,0,2,m,1
53,0,3,121,2,32,2,m,1
49,1,8,306,3,22,5,m,2
45,0,18,125,3,17,5,m,1
58,0,25,84,2,19,2,m,3
24,1,0,22,3,0,1,f,3
38,0,9,19,2,5,2,f,1
36,1,1,30,3,7,5,m,5
48,1,6,328,4,23,2,m,3
25,1,2,25,2,0,1,f,5
31,1,11,26,3,8,4,f,5
51,0,31,55,2,11,2,m,1
45,0,18,40,2,16,4,f,1
70,1,42,9,5,0,1,m,3
53,0,25,30,1,5,5,f,1
55,1,1,100,3,24,3,m,2
28,0,9,20,5,0,1,f,2
37,0,14,36,3,1,1,f,2
56,0,3,112,4,19,2,m,1
37,0,10,36,2,0,1,m,1
22,1,1,17,3,0,2,m,7
29,0,0,33,2,7,4,m,2
61,1,3,53,4,10,4,f,2
59,0,27,35,1,3,4,m,1
30,0,9,18,4,1,1,m,1
40,1,3,27,3,1,2,f,2
43,0,2,64,2,8,3,f,2
26,0,0,39,4,3,4,m,1
40,0,6,38,3,7,3,m,1
39,1,15,36,1,14,5,m,3
57,1,31,25,2,6,5,m,2
35,1,8,67,4,5,1,m,4
29,1,1,49,4,2,1,m,3
57,0,29,204,2,37,5,m,1
61,1,26,76,1,14,4,m,2
61,0,9,40,3,11,5,f,1
38,0,16,26,2,7,4,m,1
36,1,15,21,1,0,1,f,2
24,0,1,26,1,8,3,f,1
42,0,7,39,2,10,4,m,1
32,0,5,27,4,5,2,m,1
33,0,14,25,1,3,2,f,3
45,1,8,32,2,6,2,f,5
54,0,0,39,2,2,3,m,2
57,0,32,151,1,39,4,m,2
37,1,6,48,4,2,4,m,5
57,1,8,51,3,3,1,m,2
67,1,37,21,1,4,4,m,2
31,1,1,39,2,2,2,f,4
67,1,14,124,4,40,3,f,3
58,1,29,32,1,9,5,m,2
50,1,15,102,2,31,5,m,2
32,1,0,31,1,9,3,f,3
30,0,11,58,1,14,4,f,4
27,0,4,22,1,8,4,m,2
19,0,0,20,2,0,1,m,1
31,0,11,28,2,1,3,m,1
49,1,15,45,3,16,1,f,4
38,1,7,29,3,2,3,m,4
32,1,12,59,4,1,5,f,3
41,0,3,181,3,18,4,f,1
35,1,13,37,2,9,4,m,6
26,0,3,26,3,3,2,f,1
18,1,0,14,2,0,1,m,3
37,1,18,56,3,8,4,f,2
54,1,32,49,2,19,5,m,2
52,1,22,706,2,31,5,m,4
40,0,5,57,4,4,2,m,1
34,1,1,31,2,3,5,f,4
27,1,6,23,4,0,2,f,4
42,1,19,126,4,13,5,m,6
56,1,18,108,1,23,4,m,2
50,1,31,44,4,6,3,m,2
28,0,1,31,3,0,1,m,1
49,0,12,101,1,20,4,f,1
56,1,1,167,1,32,5,m,3
51,1,12,198,2,28,5,m,2
33,1,0,50,3,10,4,f,4
32,1,8,85,5,1,1,m,4
60,1,1,269,4,21,4,m,2
40,1,8,55,3,11,5,m,4
37,0,10,90,1,16,5,f,2
36,1,1,52,2,7,3,f,4
48,0,5,49,4,13,1,m,1
37,1,8,32,1,13,3,m,5
55,1,19,39,2,24,4,f,2
56,1,36,112,2,21,4,m,4
23,1,4,42,4,0,2,f,5
47,1,19,66,3,16,5,f,2
49,1,19,195,4,7,3,f,2
54,1,28,43,1,12,4,f,2
57,1,17,34,3,3,5,f,2
45,1,22,62,2,11,2,f,5
25,0,5,45,2,4,2,m,3
53,1,5,61,3,18,2,m,2
47,0,23,43,3,13,4,m,1
33,1,14,45,2,8,3,f,3
22,0,0,16,1,4,2,f,1
23,0,4,24,3,0,1,m,2
34,0,14,26,1,6,3,f,1
36,1,7,112,3,6,1,m,5
48,0,26,160,4,18,4,f,1
49,1,10,262,3,24,4,m,5
45,0,10,130,2,25,2,f,1
40,0,4,36,4,3,4,f,2
36,0,17,46,4,10,1,f,1
31,1,1,22,4,3,3,m,3
57,0,8,192,5,21,2,f,1
27,0,5,39,2,6,2,m,1
36,0,1,103,4,10,4,m,1
23,1,2,28,4,0,3,m,5
52,0,27,16,3,0,1,m,1
33,1,12,59,4,1,2,m,4
18,1,0,18,2,0,1,f,4
36,0,16,44,1,14,5,f,1
48,1,4,233,3,18,3,m,6
37,0,18,68,2,15,4,f,1
54,0,19,40,2,17,5,m,3
37,1,5,30,3,7,5,m,2
29,0,1,62,2,8,4,m,1
29,1,4,21,3,5,2,f,5
33,1,6,20,4,5,4,m,6
21,0,1,29,3,0,2,f,4
49,0,24,26,1,6,1,f,1
61,1,17,61,1,40,5,f,2
31,1,10,22,2,1,4,f,4
51,0,12,50,1,18,5,m,1
54,1,1,116,2,14,4,m,2
55,1,18,73,1,29,4,m,2
41,0,6,80,3,6,5,m,1
43,1,24,99,4,12,3,f,4
35,1,3,40,3,4,4,f,2
29,0,4,18,2,0,1,m,1
70,0,44,9,2,3,4,m,1
54,0,23,17,3,4,4,m,1
62,0,19,41,5,5,3,m,2
33,1,13,47,3,10,3,m,6
57,0,11,86,2,32,3,f,1
33,1,0,42,1,3,4,m,5
41,1,9,116,2,23,5,f,4
29,1,0,66,3,5,5,m,4
54,0,26,31,3,0,1,m,1
55,0,1,34,4,4,3,f,4
39,1,18,53,2,10,3,m,4
58,0,25,31,1,7,4,m,1
35,0,14,33,5,7,4,f,1
50,1,13,22,2,3,3,m,3
37,0,0,40,1,12,4,m,4
58,1,31,33,2,0,1,f,2
61,1,23,13,4,32,3,f,2
47,1,14,45,4,3,1,m,2
35,1,16,66,4,12,4,f,4
46,0,25,71,3,14,4,m,1
36,0,8,15,2,0,1,f,1
36,1,3,22,1,0,1,f,2
53,1,6,29,3,4,2,m,2
53,0,18,53,1,10,5,f,1
44,0,1,36,2,8,4,m,1
45,0,4,30,2,7,2,f,1
63,1,1,18,2,4,2,m,3
41,0,12,45,4,1,2,m,4
29,1,9,31,4,5,5,f,3
43,1,3,45,4,10,2,m,2
36,0,7,18,2,15,2,f,1
33,0,14,69,2,12,3,m,1
24,0,4,16,3,0,1,m,1
59,0,9,88,4,9,3,f,1
43,1,16,172,5,5,3,f,2
28,1,2,67,5,2,2,f,2
43,0,3,34,2,1,2,f,1
37,0,11,59,4,9,4,f,1
28,1,0,36,1,9,5,m,4
65,1,42,9,1,9,2,m,2
43,1,18,27,2,5,4,f,2
30,0,6,48,4,0,1,m,1
22,0,2,25,2,4,2,m,1
28,0,2,21,1,2,2,m,1
56,1,7,36,1,6,2,f,2
39,1,13,38,2,3,1,f,2
43,0,16,55,4,18,3,m,2
36,1,6,43,2,9,5,f,2
48,1,16,66,1,16,4,f,4
61,0,21,77,1,33,3,f,1
28,0,3,16,1,1,3,m,1
32,0,13,51,4,5,2,m,1
53,0,27,57,1,16,3,f,1
45,0,7,37,1,4,3,m,4
48,1,27,45,4,21,5,m,2
28,1,5,138,3,5,4,m,6
48,1,7,117,3,19,3,m,2
26,0,1,35,1,8,1,m,1
36,1,10,23,1,1,3,m,6
21,1,0,18,2,0,1,m,4
47,1,12,58,2,14,4,f,3
43,1,11,18,1,1,4,f,6
40,1,15,28,2,5,2,f,2
42,0,7,94,1,21,3,f,1
29,0,2,35,3,4,3,m,1
37,0,4,58,5,4,3,m,1
40,1,21,110,2,20,4,m,4
58,1,2,111,1,18,5,f,2
49,0,22,143,3,20,4,m,1
75,0,20,10,1,21,1,m,1
32,0,3,25,2,5,3,f,1
56,1,37,98,2,21,3,f,2
28,0,6,41,5,0,2,m,1
54,1,8,213,2,26,5,f,3
48,1,21,98,4,22,5,f,5
32,1,0,23,4,0,1,f,4
43,0,15,34,4,2,1,f,1
27,0,6,19,3,0,2,f,1
51,0,8,49,1,21,2,f,1
40,1,17,16,1,0,1,m,3
51,1,25,205,3,19,2,f,4
56,1,10,94,1,23,5,m,3
34,1,11,31,2,2,3,m,5
57,0,25,9,4,25,4,m,1
51,1,1,41,3,13,4,m,3
40,0,16,100,4,1,3,f,1
22,0,3,14,3,1,2,m,1
36,1,3,31,5,4,1,f,3
33,1,4,76,3,11,4,m,3
50,1,30,128,4,27,2,m,2
48,0,27,50,1,16,2,f,1
38,0,7,63,1,5,5,m,1
39,0,14,62,2,14,4,m,1
38,0,6,27,4,15,3,m,1
31,1,1,25,2,5,3,f,6
54,0,20,406,1,37,4,f,1
40,0,10,16,1,0,1,m,1
35,0,9,70,3,0,1,m,1
72,0,15,16,2,32,5,f,1
57,1,27,96,1,24,2,m,4
28,1,0,30,3,0,1,m,4
53,1,2,203,4,22,4,f,6
34,0,15,30,1,1,2,m,1
63,1,39,307,4,24,4,m,2
39,0,17,41,1,4,1,m,2
48,1,28,20,1,4,5,m,2
51,0,10,131,2,23,5,f,1
50,1,25,144,1,33,2,f,2
39,0,5,47,1,12,4,m,1
36,0,9,54,4,3,1,f,1
55,0,30,97,4,0,1,f,1
38,0,14,91,4,8,2,f,3
38,1,12,31,3,15,3,f,4
44,1,10,95,2,17,2,m,4
60,0,24,82,1,32,4,f,1
57,1,38,57,3,18,3,m,4
33,1,12,63,2,13,4,m,2
30,0,3,53,2,11,5,f,3
41,0,4,106,1,24,4,m,3
35,1,7,41,3,10,4,f,3
52,1,3,49,1,20,5,f,3
39,0,7,24,1,3,1,m,1
42,1,4,50,5,3,5,m,2
34,1,6,31,3,2,5,m,4
29,0,3,31,2,3,5,m,1
32,0,9,30,3,0,1,f,2
34,0,8,37,3,0,1,f,2
61,0,10,123,2,27,5,m,2
47,1,24,183,4,24,5,m,4
52,1,21,192,2,28,5,m,2
57,1,38,25,1,11,4,f,2
24,0,1,35,3,1,2,m,4
39,1,15,76,1,20,5,f,3
30,1,7,23,3,8,1,f,2
28,0,2,55,2,6,3,m,1
39,1,13,275,5,1,3,m,4
51,0,30,47,3,8,5,m,1
25,1,3,33,3,4,1,m,5
23,0,3,20,2,4,1,m,1
40,0,1,25,4,0,1,m,1
25,0,5,21,2,3,5,f,2
24,1,4,22,2,1,2,f,4
54,0,24,21,3,6,4,m,2
40,1,10,64,4,3,1,f,2
56,0,24,91,1,25,2,f,1
39,0,13,86,2,16,5,m,2
25,0,2,25,2,2,4,m,1
44,0,21,26,3,3,2,m,1
25,1,3,41,4,0,1,m,4
30,1,1,57,2,8,4,f,2
39,0,3,59,3,13,3,m,2
18,0,0,13,2,0,1,f,1
52,1,15,50,2,9,3,m,2
42,0,18,38,1,10,5,f,1
43,0,15,120,3,16,3,f,1
49,1,26,53,2,3,2,f,3
38,1,4,19,1,2,3,m,4
58,1,7,26,1,32,5,m,2
50,0,22,44,1,12,2,f,1
20,1,0,17,3,0,1,f,5
28,0,9,42,2,9,3,m,1
33,1,14,58,2,3,2,f,4
41,1,13,54,1,13,4,m,7
44,1,0,29,1,2,4,m,4
28,0,3,17,3,5,1,f,1
65,0,35,187,2,33,5,f,1
37,1,16,35,5,0,1,m,3
45,0,18,31,1,4,3,f,1
30,1,10,19,3,5,2,f,4
39,0,13,28,1,9,5,f,2
70,1,39,97,3,36,5,f,2
42,1,15,17,1,0,5,m,4
34,1,11,39,2,8,4,m,5
65,1,15,39,2,3,4,f,2
38,0,16,53,2,13,5,m,1
36,1,8,18,2,4,2,f,2
34,0,12,80,4,3,5,m,1
62,1,25,39,2,38,4,m,2
37,0,18,46,3,2,3,f,1
43,0,20,153,4,9,1,m,2
65,0,7,13,2,8,1,m,1
23,1,3,19,1,1,1,m,5
35,0,11,38,2,6,5,f,2
56,1,10,10,2,15,3,m,2
64,1,45,42,3,18,5,f,4
50,1,15,67,2,6,2,f,5
39,0,8,35,1,16,5,m,1
25,0,0,95,4,2,2,m,1
30,1,4,29,3,2,3,f,5
45,0,10,107,3,19,5,m,1
59,0,2,42,4,3,2,m,1
29,1,2,35,4,4,2,f,4
33,0,7,47,1,12,5,f,1
51,1,27,63,1,18,2,f,2
33,0,0,41,4,6,2,f,1
45,1,11,59,2,14,5,f,4
54,0,29,41,2,5,4,f,3
57,0,5,49,2,20,4,m,1
40,0,21,27,1,3,1,f,1
24,0,4,25,2,2,1,m,1
40,1,19,33,3,2,2,m,2
49,1,11,52,2,8,5,m,4
33,1,11,35,2,9,4,f,3
35,0,0,30,2,4,1,f,1
27,0,7,30,2,3,2,m,2
20,1,0,14,3,0,1,m,5
49,1,23,125,3,24,4,m,2
28,0,7,46,4,4,2,m,1
27,1,0,18,4,2,1,f,4
19,1,0,20,2,0,3,m,6
36,1,2,43,3,9,2,f,5
33,0,3,30,3,1,2,f,1
56,1,22,40,2,12,5,m,2
38,0,12,39,3,12,3,m,1
42,1,3,127,1,24,5,m,3
34,0,13,44,4,2,1,m,1
38,0,0,40,2,5,4,f,1
42,0,20,66,1,18,3,m,3
44,0,18,29,3,6,1,m,1
31,0,7,28,4,8,5,m,1
53,0,24,50,1,16,1,f,1
